Category,SubCat,VerseBy,VerseByID,Verse,VerseRef
Akhlaq,341,Hazrat Muhammad Mustafa [s],2,"It is narrated from Ibne Abbas that the companions of the Holy Prophet (s.a.w.s.) were discussing the brilliance of the month of Shaban. The Holy Prophet (s.a.w.s.) said, ""This is a blessed month and my month. The people of heavens consider it holy and honor it. The earnings of believers are increased during this month for the month of Ramadan and Gardens of Paradise are decorated for them. It is called Shaban because the earnings of believers are increased in it. The deeds performed in this month are counted in multiples of seventy. Calamities end, sins are wiped off, good deeds are accepted and Allah becomes proud of His slaves in this month. He sees those who fast and worship Him from Divine throne and expresses His Pride in front of the people of heaven."" Ali (a.s.) stood up and asked, ""O Messenger of Allah! May my parents be sacrificed for you, please narrate some excellences of fasting in the month of Shaban so that we are motivated to fast and perform Allah's worship and stay awake during nights."" The Holy Prophet (s.a.w.s.) said, ""One who fasts for one day in Shaban, Allah writes from him seventy rewards and each reward will be equal to that of worshipping Allah for a year. One who fasts for two days, He would save him from those sins, which destroy a person. One who fasts for three days, his position in Paradise would increased by seventy levels with pearls and rubies. One who fasts for four days in Paradise his earnings would increase greatly. One who fasts for five days would be loved by the people. One who fasts for six days, Allah would keep away seventy types of calamities from him. One who fasts for seven days he would remain safe from the mischief and evil thoughts of Satan and his gangs. One who fasts for eight days won't go thirsty from this world and would be satisfied by a pure cistern. One who fasts for nine days, Munkir and Nakir would be lenient with him while questioning in the grave. One who fasts for ten days his grave would expand by seventy spans. One who fasts for eleven days his grave would be lit up by eleven minarets of light. One who fasts for twelve days seventy thousand angels would visit his grave every day till the Day of Judgment. One who fasts for thirteen days angels of all seven heavens would repent for him. One who fasts for fourteen days all the terrestrial and aquatic animals will be ordered to seek forgiveness for him. One who fasts for fifteen days, the Almighty Allah calls out, 'I assure you by My Honor that I won't burn you in the fire of Hell'. One who fasts for sixteen days, seventy rivers of fire will be extinguished for him. One who fasts for seventeen days all the doors of Hell would be closed for him. One who fasts for eighteen days in Shaban all the doors of Paradise would be opened for him. One who fasts for nineteen days would be given seventy thousand palaces made of pearls and rubies in Paradise. One who fasts for twenty days would be married to seventy thousand Hoorul Ein. One who fasts for twenty-one, days angels would congratulate him and keep moving their wings on his body. One who fasts for twenty-two days would be made to wear seventy thousand dresses made of satin and brocade. One who fasts for twenty-three days would be made to sit on a bright mount and roam throughout Paradise. One who fasts for twenty-four days would intercede for seventy thousand people who believed in the Oneness of Allah. One who fasts for twenty-five days hypocrisy would be kept away from him. One who fasts for twenty-six days Allah would give him permit to pass through the Sirat Bridge. One who fasts for twenty-seven days Allah orders to give him freedom from Hell. One who fasts for twenty-eight days his face would be illuminated and light would emanate from his face. One who fasts for twenty-nine days Almighty Allah would please him. One who fasts for thirty days in Shaban Jibraeel (a.s.) would stand in front of Divine throne and call out, 'O person! Your deeds have a new beginning for your pasts sins have been forgiven'. The Almighty Allah would say, 'I would forgive you even if the number of your sins is equal to the number of stars in the skies, or drops of rain, or leaves of trees, or grains of sand, or drops of dew or number of days of the world. This reward and forgiveness for fasting in the month of Shaban is not much for Allah."" Ibne Abbas says that this reward is for the month of Shaban only.","Sawab al-A`amal, Page 94/95/96/97"
Akhlaq,300,Imam Muhammad ibn Ali [a],8,"""O Jabir! One who happens to have the month of Ramadan and he fasts in that month and worships Allah for a part of night, guards his tongue and private parts, saves his eyes from what is prohibited and does not hurt anyone, his sins would be wiped off like the day when he was born from the womb of his mother."" Jabir said, ""May I be sacrificed, what an excellent tradition it is!"" Imam (a.s.) replied, ""(Also) see its conditions, which are difficult.""","Sawab al-A`amal, Page 97"
Aqaed,356,Hazrat Muhammad Mustafa [s],2,"Whoever looks at what other people possess, his sorrow endures and his regret is continuous","A`alam al-Din, no. 294; Mizan ul Hikmah, page No. 883"
Aqaed,356,Hazrat Muhammad Mustafa [s],2,Many a desire lasting but an hour brings about enduring sorrow.,"Amali al-Tusi, p. 533, no. 1162; Mizan ul Hikmah, page No. 884"
Aqaed,356,Imam Ali ibn Abu Talib [a],3,"He who is angry with somebody whom he cannot hurt, his sorrow endures and he inflicts pain on his own soul.","Tuhaf al-`Uqoul, no. 99; Mizan ul Hikmah, page No. 884"
Akhlaq,122,Hazrat Muhammad Mustafa [s],2,Fasting is a shield against God's punishment.,"Nahj al Fasahah, Tradition No. 593, Page No. 86"
Akhlaq,300,Imam Muhammad ibn Ali [a],8,"""When the Holy Prophet (s.a.w.s.) used to see the moon of the month of Ramadan he used to face Qibla and recite: Allaahumma ahillu a'lainaa bil amni wal eemaani was salaamati wal islaami wal aa'fiyatil mujallalati war rizqil waasi-i' wad daf-i'l asqaami wa tilaawatil qur-aani wal a'uni a'las' s'alaati was' s'iyaam. Allaahumma sallimnaa lishahri ramaz""aana wa sallamhu lanaa wa tasallamhu minnaa h'attaa yanqaz""iya shahru ramaz""aana waqad ghafarta lanaa'."" Imam (a.s.) at towards the people and said, ""O Muslims! As soon as the moon of Ramadan appears, the cursed Satan is shackled in chains. The doors of heavens, Paradise and mercy are opened. The doors of Hell are closed. Supplications are accepted. A large number of people are freed by Allah at the time of Iftar daily. A caller calls out every night, 'Is there anyone who has a wish or wants salvation? O Lord! Reward everyone who spends in Your way and ruin the wealth of every miser till the moon of the month of Shawwal appears'. Then a call is give to the believers, 'O early risers! Come out and take your rewards. Today is the day of rewarding.' Then Imam Muhammad Baqir (a.s.) said, ""I swear by Him in Whose protection is my life, surely these rewards are not dirham and dinar.""","Sawab al-A`amal, Page 97/98"
Akhlaq,300,Imam Muhammad ibn Ali [a],8,"""The Holy Prophet (s.a.w.s.) was returning from Arafah to Mina. He went to a mosque. People gathered around him and began to inquire about Shab-e-Qadr. The Holy Prophet (s.a.w.s.) stood up and gave a sermon praising and glorifying Allah and said, 'I would reply to whoever asks me about Shab-e-Qadr and won't hide anything. O people! Know that, a person who gets the month of Ramadan while he is hale and hearty, he should fast during the day and spend a part of night in Allah's worship. He should guard his prayers, offer Friday and Eid prayers then he has surely encountered the night of Qadr and has become a receiver of the bounties of his Lord'."" The narrator says that Imam Ja'far Sadiq (a.s.) said, ""That person has received such bounties, which are not at all comparable to the bounties of human beings.""","Sawab al-A`amal, Page 98"
Akhlaq,300,Imam Ali ibn Abu Talib [a],3,"The month of Ramadan was nearing and three days of Shaban were left when the Holy Prophet (s.a.w.s.) told Bilal (r.a.) to call people to him. When people came, the Holy Prophet mounted the pulpit and praised and glorified the Lord. Then he said, ""The month, which you are going to have now is supreme among all other months. There is a night in this month, which is better than a thousand months. The doors of Hell are closed in this month and the doors of Paradise are opened. One who is not forgiven in this month also Allah distances him. Similarly, a person has parents and is not able to get himself forgiven Allah distances him. One who does not recite Salawat when my name is mentioned in front of him, his salvation is not possible and Allah distances him.""","Sawab al-A`amal, Page 98/99"
Akhlaq,300,Imam Jafar ibn Muhammad [a],9,"When the month of Ramadan arrived, the Holy Prophet (s.a.w.s.) stood to deliver a sermon. After praising and glorifying Allah, he said, ""O people! The Almighty Allah has protected you from your enemies and He says, 'Call upon Me, I will answer you'. [Surah Momin 40:60] You have been given the assurance of acceptance of supplications. Seven angels are appointed for arresting each Satan so that none can overpower you till the end of this month. Know that, the doors of heaven are opened from the first night of Ramadan and that the supplications in this month are always accepted.""","Sawab al-A`amal, Page 99"
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"Refrain from aggression, for its punishment is the most immediate.",Nahj al Fasahah; Tradition No. 1622; Page No. 230
Akhlaq,347,Hazrat Muhammad Mustafa [s],2,Verily for every essential truth is a reality and a servant has not reached the reality of sincerity until he dislikes to be praised [by others] for any act that he does for the sake of Allah,"Bihar al-Anwar, v. 72, p. 304, no. 51; Mizan ul Hikmah, page No. 858"
Akhlaq,347,Imam Ali ibn Abu Talib [a],3,Pure worship is that a man does not hope for anything except his Lord and does not fear anything except [the outcome of] his sin.,"Ghurar al-Hikam, no. 2128; Mizan ul Hikmah, page No. 858"
Akhlaq,347,Imam Jafar ibn Muhammad [a],9,"The pure action [done out of sincerity], is that which the servant does not wish to be praised for by anyone except Allah   Mighty and Exalted.","al-Kafi, v. 2, p. 16, no. 4; Mizan ul Hikmah, page No. 858"
Akhlaq,347,Imam Ali ibn Abu Talib [a],3,The [root] cause of sincerity is conviction,"Ghurar al-Hikam, no. 5538; Mizan ul Hikmah, page No. 858"
Akhlaq,347,Imam Ali ibn Abu Talib [a],3,Reduce your expectations and your actions will become sincere,"Ghurar al-Hikam, no. 6793; Mizan ul Hikmah, page No. 858"
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When God wishes goodness for someone, He unlocks his heart and sets therein certainty and honesty, making his heart conscious of his behavior, giving him a peaceful mind, as sincere tongue, sound morality, heedful ears and watchful eyes.",Nahj al Fasahah; Tradition No. 2823.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When God wishes greatness for a people, He bestows munificence and chastity on them, and when his grace ceases to be theirs, He opens the doors of treachery to them.",Nahj al Fasahah; Tradition No. 2824.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When one of you gets angry, s(he) should sit down if in standing position, and lie (on the ground) if in sitting position.",Nahj al Fasahah; Tradition No. 2831.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When one's knowledge gives him no fruit, his ignorance burns his root.",Nahj al Fasahah; Tradition No. 2832.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When somebody longs for something, s(he) should be heedful of his (her) longing, for s(he) knows not what of his (her) longing will be recorded in his (her) book of deeds.",Nahj al Fasahah; Tradition No. 2836.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When someone dies, let him/her be at ease, and speak not badly of him/her.",Nahj al Fasahah; Tradition No. 2837.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When someone goes on a pilgrimage to Mecca by means of unlawfully - earned money, God will reject and leave unanswered his invocation, ""O God! I accepted what you made lawful and unlawful"", saying, ""yours failed and are back to you"".",Nahj al Fasahah; Tradition No. 2838.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When someone is back from a trip, s(he) should have a souvenir with him (her), even if it is a piece of stone.",Nahj al Fasahah; Tradition No. 2839.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When someone of equal status (with you) asks your daughter in marriage, marry her to him and leave not her affair to coming events.",Nahj al Fasahah; Tradition No. 2840.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When someone tells you something while looking (worriedly) all around, you should hold his saying in trust.",Nahj al Fasahah; Tradition No. 2841.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When someone wants to sell his house, he should first offer it to his neighbors.",Nahj al Fasahah; Tradition No. 2842.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When someone's child dies, God asks His angels, ""Did you take back the soul of My servant's child?"" ""Yes we did,"" they reply.(Then), God asks, ""What did my servant say?"" The angels say: ""S(he) praised you and said, ?from God we are and to Him shall we return.'"" Then God says to His angels, ""Build my servant a house in Paradise and name it ""the house of praise"".",Nahj al Fasahah; Tradition No. 2843.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When the Exalted God created man, He prescribed for Him with His own hand `the priority of His mercy over His wrath' for Himself.",Nahj al Fasahah; Tradition No. 2844.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When the Exalted God created the world, He turned away from it and looked not at it, for it was highly insignificant to Him.",Nahj al Fasahah; Tradition No. 2845.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When the learned and the righteous arrive at the Bridge (in the Last Day), the righteous are called to cross onto Paradise, while the learned are allowed to stop right there, interceding whomsoever they like, and thus the latter stands with the prophets.",Nahj al Fasahah; Tradition No. 2846.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When the sins of a God's servant increase in number, and his good deeds do not suffice to make amends for them, God will cause him to suffer grief instead.",Nahj al Fasahah; Tradition No. 2847.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When three people gather together, any two of them are not allowed to start talking without the participation of the third (unless they join other people), for this will bring the latter grief.",Nahj al Fasahah; Tradition No. 2848.
Akhlaq,479,Hazrat Muhammad Mustafa [s],2,"When three people gather together, it is not good for any two of them to whisper.",Nahj al Fasahah; Tradition No. 2849.
